tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1000505,AppleSupport,False,Tue Apr 11 15:25:00 +0000 2023,Sorry for the trouble. For account security we can't handle Apple ID specifics here -- please DM us so we can verify and assist further.,,1000504
1000506,cust_00253,True,Wed Jun 28 11:54:00 +0000 2023,@AppleSupport since the 15.7 update wifi keeps dropping every few minutes,1000507,
1000507,AppleSupport,False,Wed Jun 28 12:37:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000506
1000508,cust_00254,True,Wed May 03 09:07:00 +0000 2023,@AppleSupport update to ios 15.7 and now my apps keep crashing constantly,1000509,
1000509,AppleSupport,False,Wed May 03 09:27:00 +0000 2023,"Sorry about that. First, try restarting your device. If the issue persists, we can look deeper -- mind sending us a DM?",,1000508
1000510,cust_00255,True,Sat Aug 05 05:31:00 +0000 2023,@AppleSupport requested a refund 2 weeks ago and haven't heard back,1000511,
1000511,AppleSupport,False,Sat Aug 05 06:14:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000510
1000512,cust_00256,True,Tue Nov 14 01:55:00 +0000 2023,@AppleSupport is there a way to see which apps are using the most battery,1000513,
1000513,AppleSupport,False,Tue Nov 14 03:21:00 +0000 2023,Great question! You can use Quick Start or iCloud Backup to transfer everything over -- here's a guide: support.apple.com/HT204350,,1000512
1000514,cust_00257,True,Sat Jul 29 21:31:00 +0000 2023,@AppleSupport how do i free up storage on my iPhone XR without deleting photos,1000515,
1000515,AppleSupport,False,Sat Jul 29 21:38:00 +0000 2023,Great question! You can use Quick Start or iCloud Backup to transfer everything over -- here's a guide: support.apple.com/HT204350,,1000514
1000516,cust_00258,True,Wed Apr 26 17:18:00 +0000 2023,"@AppleSupport tracking hasn't updated in 5 days, where is my order",1000517,
1000517,AppleSupport,False,Wed Apr 26 17:35:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000516
1000518,cust_00259,True,Thu Feb 01 17:52:00 +0000 2024,@AppleSupport my order says delivered but i never got it,1000519,
1000519,AppleSupport,False,Thu Feb 01 19:18:00 +0000 2024,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000518
1000520,cust_00260,True,Fri Jun 02 01:28:00 +0000 2023,"@AppleSupport my phone has a manufacturing defect, camera bump is uneven, can i get a replacement",1000521,
1000521,AppleSupport,False,Fri Jun 02 02:15:00 +0000 2023,We'd recommend booking a check-in at your nearest Apple Store or starting a repair request online so we can assess coverage.,,1000520
1000522,cust_00261,True,Sun Mar 26 19:08:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000523,
1000523,AppleSupport,False,Sun Mar 26 20:19:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000522
1000524,cust_00262,True,Thu Jun 15 22:18:00 +0000 2023,"@AppleSupport stuck on apple logo for over an hour now, tried restarting",1000525,
1000525,AppleSupport,False,Thu Jun 15 22:56:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000524
1000526,cust_00263,True,Tue Dec 26 04:15:00 +0000 2023,"@AppleSupport phone fell in water and now it won't power on, please help",1000527,
1000527,AppleSupport,False,Tue Dec 26 05:38:00 +0000 2023,"Sorry to hear this. If a force restart doesn't help, this may need a closer look. Can you DM us your device serial number?",,1000526
1000528,cust_00264,True,Sat Nov 18 13:24:00 +0000 2023,@AppleSupport can i change the shipping address on my pending order,1000529,
1000529,AppleSupport,False,Sat Nov 18 14:14:00 +0000 2023,Sorry for the delay! Please DM us your order number and we'll check with the shipping carrier on our end.,,1000528
1000530,cust_00265,True,Thu Sep 07 10:37:00 +0000 2023,@AppleSupport how do i transfer photos from my old iphone to the new one,1000531,
1000531,AppleSupport,False,Thu Sep 07 11:30:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000530
1000532,cust_00266,True,Tue Aug 08 06:31:00 +0000 2023,"@AppleSupport my phone has a manufacturing defect, camera bump is uneven, can i get a replacement",1000533,
1000533,AppleSupport,False,Tue Aug 08 07:17:00 +0000 2023,A swollen battery should be looked at right away for safety. Please stop using the device and visit an Apple Store or Authorized Service Provider as soon as possible.,,1000532
1000534,cust_00267,True,Tue Jan 24 03:40:00 +0000 2023,@AppleSupport ever since ios 16.1 my battery has been terrible,1000535,
1000535,AppleSupport,False,Tue Jan 24 04:08:00 +0000 2023,We'd like to check a few things with you. Can you check Settings > Battery > Battery Health & Charging and let us know the max capacity shown?,,1000534
1000536,cust_00268,True,Wed Nov 29 09:10:00 +0000 2023,"@AppleSupport stuck on apple logo for over an hour now, tried restarting",1000537,
1000537,AppleSupport,False,Wed Nov 29 10:36:00 +0000 2023,"Sorry to hear this. If a force restart doesn't help, this may need a closer look. Can you DM us your device serial number?",,1000536
1000538,cust_00269,True,Fri Jan 27 12:40:00 +0000 2023,"@AppleSupport stuck on apple logo for over an hour now, tried restarting",1000539,
1000539,AppleSupport,False,Fri Jan 27 13:44:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000538
1000540,cust_00270,True,Thu Mar 09 18:14:00 +0000 2023,@AppleSupport downloaded the new update and now touch id doesn't work at all,1000541,
1000541,AppleSupport,False,Thu Mar 09 18:33:00 +0000 2023,"Sorry about that. First, try restarting your device. If the issue persists, we can look deeper -- mind sending us a DM?",,1000540
1000542,cust_00271,True,Mon Feb 06 07:24:00 +0000 2023,@AppleSupport how do i transfer photos from my old iphone to the new one,1000543,
1000543,AppleSupport,False,Mon Feb 06 07:44:00 +0000 2023,You can toggle that off in Settings > Messages > Send Read Receipts. Let us know if you run into any issues!,,1000542
1000544,cust_00272,True,Sun Feb 05 16:36:00 +0000 2023,"@AppleSupport my iPhone 12 Pro won't turn on at all, screen is completely black",1000545,
1000545,AppleSupport,False,Sun Feb 05 17:31:00 +0000 2023,"Please try charging with a different cable/adapter for 15+ minutes, then attempt a force restart. Let us know what happens.",,1000544
1000546,cust_00273,True,Sat Apr 22 02:57:00 +0000 2023,@AppleSupport how do i transfer photos from my old iphone to the new one,1000547,
1000547,AppleSupport,False,Sat Apr 22 03:40:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000546
1000548,cust_00274,True,Sun May 07 08:41:00 +0000 2023,"@AppleSupport my iPhone 13 won't turn on at all, screen is completely black",1000549,
1000549,AppleSupport,False,Sun May 07 10:08:00 +0000 2023,"Please try charging with a different cable/adapter for 15+ minutes, then attempt a force restart. Let us know what happens.",,1000548
1000550,cust_00275,True,Sun Apr 16 16:38:00 +0000 2023,"@AppleSupport estimated delivery keeps getting pushed back, what's going on",1000551,
1000551,AppleSupport,False,Sun Apr 16 17:30:00 +0000 2023,Sorry for the delay! Please DM us your order number and we'll check with the shipping carrier on our end.,,1000550
1000552,cust_00276,True,Thu May 04 15:40:00 +0000 2023,@AppleSupport downloaded the new update and now touch id doesn't work at all,1000553,
1000553,AppleSupport,False,Thu May 04 16:55:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000552
1000554,cust_00277,True,Fri Jul 07 17:43:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000555,
1000555,AppleSupport,False,Fri Jul 07 18:13:00 +0000 2023,"For unauthorized purchases, please report it directly at reportaproblem.apple.com. If you need further help, DM us the order details.",,1000554
1000556,cust_00278,True,Tue Jan 31 12:32:00 +0000 2023,"@AppleSupport battery health is at 75% and phone dies by 2pm, is this normal",1000557,
1000557,AppleSupport,False,Tue Jan 31 13:43:00 +0000 2023,Sorry to hear this! A few background app or settings checks can help here. Mind moving to DM so we can look into your device specifics?,,1000556
1000558,cust_00279,True,Sun Nov 12 04:17:00 +0000 2023,shoutout to @AppleSupport for actually fixing my issue in 10 minutes,1000559,
1000559,AppleSupport,False,Sun Nov 12 05:10:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000558
1000560,cust_00280,True,Thu Jun 08 22:27:00 +0000 2023,@AppleSupport update to ios 16.2 and now my apps keep crashing constantly,1000561,
1000561,AppleSupport,False,Thu Jun 08 23:47:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000560
1000562,cust_00281,True,Thu Jun 08 21:47:00 +0000 2023,@AppleSupport why does my iPhone 12 lose 20% battery in an hour just sitting there,1000563,
1000563,AppleSupport,False,Thu Jun 08 22:34:00 +0000 2023,"That doesn't sound right. Let's get this sorted -- which iOS version are you on, and does this happen with specific apps or all the time?",,1000562
1000564,cust_00282,True,Fri Sep 22 23:16:00 +0000 2023,@AppleSupport genuinely impressed with how fast apple support resolved my battery issue,1000565,
1000565,AppleSupport,False,Sat Sep 23 00:13:00 +0000 2023,Awesome to hear! Don't hesitate to reach out if anything else comes up.,,1000564
1000566,cust_00283,True,Tue Sep 26 02:16:00 +0000 2023,"@AppleSupport estimated delivery keeps getting pushed back, what's going on",1000567,
1000567,AppleSupport,False,Tue Sep 26 03:31:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000566
1000568,cust_00284,True,Sat Jul 08 05:16:00 +0000 2023,"@AppleSupport my iPhone 12 won't turn on at all, screen is completely black",1000569,
1000569,AppleSupport,False,Sat Jul 08 05:24:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000568
1000570,cust_00285,True,Thu Jul 06 12:58:00 +0000 2023,@AppleSupport how do i turn off read receipts in imessage,1000571,
1000571,AppleSupport,False,Thu Jul 06 13:32:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000570
1000572,cust_00286,True,Thu Jan 04 10:17:00 +0000 2024,"@AppleSupport charged twice for the same app purchase, need a refund",1000573,
1000573,AppleSupport,False,Thu Jan 04 11:26:00 +0000 2024,"For unauthorized purchases, please report it directly at reportaproblem.apple.com. If you need further help, DM us the order details.",,1000572
1000574,cust_00287,True,Tue Jul 25 02:56:00 +0000 2023,@AppleSupport ever since ios 16.4 my battery has been terrible,1000575,
1000575,AppleSupport,False,Tue Jul 25 03:46:00 +0000 2023,"That doesn't sound right. Let's get this sorted -- which iOS version are you on, and does this happen with specific apps or all the time?",,1000574
1000576,cust_00288,True,Tue May 30 18:50:00 +0000 2023,"@AppleSupport my phone has a manufacturing defect, camera bump is uneven, can i get a replacement",1000577,
1000577,AppleSupport,False,Tue May 30 19:24:00 +0000 2023,A swollen battery should be looked at right away for safety. Please stop using the device and visit an Apple Store or Authorized Service Provider as soon as possible.,,1000576
1000578,cust_00289,True,Wed Jan 04 13:01:00 +0000 2023,"@AppleSupport phone fell in water and now it won't power on, please help",1000579,
1000579,AppleSupport,False,Wed Jan 04 14:28:00 +0000 2023,"Please try charging with a different cable/adapter for 15+ minutes, then attempt a force restart. Let us know what happens.",,1000578
1000580,cust_00290,True,Sat Jan 13 23:19:00 +0000 2024,"@AppleSupport charged twice for the same app purchase, need a refund",1000581,
1000581,AppleSupport,False,Sat Jan 13 23:57:00 +0000 2024,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000580
1000582,cust_00291,True,Mon Jan 23 07:57:00 +0000 2023,@AppleSupport downloaded the new update and now touch id doesn't work at all,1000583,
1000583,AppleSupport,False,Mon Jan 23 09:04:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000582
1000584,cust_00292,True,Thu Nov 23 12:04:00 +0000 2023,"@AppleSupport screen is unresponsive and phone is warm, won't do anything",1000585,
1000585,AppleSupport,False,Thu Nov 23 12:47:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000584
1000586,cust_00293,True,Mon Dec 25 23:20:00 +0000 2023,"@AppleSupport my kid made in app purchases without permission, can i get refunded",1000587,
1000587,AppleSupport,False,Mon Dec 25 23:36:00 +0000 2023,"We understand, let's help resolve this. You can request a refund at reportaproblem.apple.com, or DM us your order ID and we'll check.",,1000586
1000588,cust_00294,True,Fri Feb 24 05:28:00 +0000 2023,"@AppleSupport my ipad won't charge or turn on, tried different cables",1000589,
1000589,AppleSupport,False,Fri Feb 24 06:10:00 +0000 2023,"Please try charging with a different cable/adapter for 15+ minutes, then attempt a force restart. Let us know what happens.",,1000588
1000590,cust_00295,True,Tue May 16 03:05:00 +0000 2023,@AppleSupport how do i turn off read receipts in imessage,1000591,
1000591,AppleSupport,False,Tue May 16 03:26:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000590
1000592,cust_00296,True,Sun Dec 31 07:22:00 +0000 2023,@AppleSupport since the 16.1 update wifi keeps dropping every few minutes,1000593,
1000593,AppleSupport,False,Sun Dec 31 08:16:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000592
1000594,cust_00297,True,Thu Oct 12 23:35:00 +0000 2023,@AppleSupport how do i turn off read receipts in imessage,1000595,
1000595,AppleSupport,False,Fri Oct 13 00:06:00 +0000 2023,Great question! You can use Quick Start or iCloud Backup to transfer everything over -- here's a guide: support.apple.com/HT204350,,1000594
1000596,cust_00298,True,Wed Apr 12 12:23:00 +0000 2023,"@AppleSupport my iPhone 13 mini won't turn on at all, screen is completely black",1000597,
1000597,AppleSupport,False,Wed Apr 12 12:42:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000596
1000598,cust_00299,True,Mon Jun 19 03:02:00 +0000 2023,@AppleSupport since the 16.2 update wifi keeps dropping every few minutes,1000599,
1000599,AppleSupport,False,Mon Jun 19 03:53:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000598
1000600,cust_00300,True,Thu Mar 30 11:13:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000601,
1000601,AppleSupport,False,Thu Mar 30 12:34:00 +0000 2023,"We understand, let's help resolve this. You can request a refund at reportaproblem.apple.com, or DM us your order ID and we'll check.",,1000600
1000602,cust_00301,True,Tue Nov 28 09:31:00 +0000 2023,"@AppleSupport battery swelled up and is pushing the screen out, is this covered?",1000603,
1000603,AppleSupport,False,Tue Nov 28 10:27:00 +0000 2023,We'd recommend booking a check-in at your nearest Apple Store or starting a repair request online so we can assess coverage.,,1000602
1000604,cust_00302,True,Sun Nov 26 16:15:00 +0000 2023,@AppleSupport need to book a repair appointment for water damage,1000605,
1000605,AppleSupport,False,Sun Nov 26 17:02:00 +0000 2023,This sounds like it needs a closer look by a technician. You can check your coverage and start a service request at getsupport.apple.com.,,1000604
1000606,cust_00303,True,Wed Jun 14 12:17:00 +0000 2023,@AppleSupport genuinely impressed with how fast apple support resolved my battery issue,1000607,
1000607,AppleSupport,False,Wed Jun 14 13:20:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000606
1000608,cust_00304,True,Mon Jul 03 18:14:00 +0000 2023,@AppleSupport genuinely impressed with how fast apple support resolved my battery issue,1000609,
1000609,AppleSupport,False,Mon Jul 03 18:45:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000608
1000610,cust_00305,True,Sat Jul 01 05:11:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000611,
1000611,AppleSupport,False,Sat Jul 01 05:59:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000610
1000612,cust_00306,True,Mon Oct 16 06:53:00 +0000 2023,"@AppleSupport my ipad won't charge or turn on, tried different cables",1000613,
1000613,AppleSupport,False,Mon Oct 16 07:25:00 +0000 2023,"Sorry to hear this. If a force restart doesn't help, this may need a closer look. Can you DM us your device serial number?",,1000612
1000614,cust_00307,True,Wed Jan 11 16:30:00 +0000 2023,"@AppleSupport screen cracked, is it covered under applecare?",1000615,
1000615,AppleSupport,False,Wed Jan 11 17:14:00 +0000 2023,We'd recommend booking a check-in at your nearest Apple Store or starting a repair request online so we can assess coverage.,,1000614
1000616,cust_00308,True,Thu Jan 12 04:37:00 +0000 2023,@AppleSupport why does my iPhone 12 lose 20% battery in an hour just sitting there,1000617,
1000617,AppleSupport,False,Thu Jan 12 05:30:00 +0000 2023,"That doesn't sound right. Let's get this sorted -- which iOS version are you on, and does this happen with specific apps or all the time?",,1000616
1000618,cust_00309,True,Thu Jun 22 09:20:00 +0000 2023,@AppleSupport update to ios 15.7 and now my apps keep crashing constantly,1000619,
1000619,AppleSupport,False,Thu Jun 22 09:45:00 +0000 2023,"Sorry about that. First, try restarting your device. If the issue persists, we can look deeper -- mind sending us a DM?",,1000618
1000620,cust_00310,True,Fri Dec 22 19:50:00 +0000 2023,"@AppleSupport thank you so much for the help yesterday, phone works great now",1000621,
1000621,AppleSupport,False,Fri Dec 22 20:30:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000620
1000622,cust_00311,True,Sat Apr 01 23:00:00 +0000 2023,"@AppleSupport screen is unresponsive and phone is warm, won't do anything",1000623,
1000623,AppleSupport,False,Sun Apr 02 00:24:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000622
1000624,cust_00312,True,Tue Sep 12 04:21:00 +0000 2023,"@AppleSupport ios 16.4 update bricked my iPhone 13, stuck on apple logo",1000625,
1000625,AppleSupport,False,Tue Sep 12 05:45:00 +0000 2023,"Let's help get this resolved. Have you tried a force restart? Press and quickly release Volume Up, then Volume Down, then hold the Side button.",,1000624
1000626,cust_00313,True,Thu Aug 17 00:16:00 +0000 2023,@AppleSupport forgot my apple id password and the reset email isn't coming,1000627,
1000627,AppleSupport,False,Thu Aug 17 00:25:00 +0000 2023,Sorry for the trouble. For account security we can't handle Apple ID specifics here -- please DM us so we can verify and assist further.,,1000626
1000628,cust_00314,True,Sun Aug 13 23:26:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000629,
1000629,AppleSupport,False,Mon Aug 14 00:30:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000628
1000630,cust_00315,True,Sat Mar 25 14:04:00 +0000 2023,"@AppleSupport screen cracked, is it covered under applecare?",1000631,
1000631,AppleSupport,False,Sat Mar 25 14:28:00 +0000 2023,This sounds like it needs a closer look by a technician. You can check your coverage and start a service request at getsupport.apple.com.,,1000630
1000632,cust_00316,True,Fri Mar 24 23:04:00 +0000 2023,@AppleSupport requested a refund 2 weeks ago and haven't heard back,1000633,
1000633,AppleSupport,False,Sat Mar 25 00:02:00 +0000 2023,"For unauthorized purchases, please report it directly at reportaproblem.apple.com. If you need further help, DM us the order details.",,1000632
1000634,cust_00317,True,Tue Nov 07 13:10:00 +0000 2023,"@AppleSupport my iPhone 12 won't turn on at all, screen is completely black",1000635,
1000635,AppleSupport,False,Tue Nov 07 14:22:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000634
1000636,cust_00318,True,Tue Dec 05 09:19:00 +0000 2023,"@AppleSupport tracking hasn't updated in 5 days, where is my order",1000637,
1000637,AppleSupport,False,Tue Dec 05 09:28:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000636
1000638,cust_00319,True,Mon Jan 02 13:05:00 +0000 2023,@AppleSupport two factor authentication won't send code to my trusted device,1000639,
1000639,AppleSupport,False,Mon Jan 02 13:45:00 +0000 2023,"Let's get your account secured. Please visit iforgot.apple.com to reset your password, or DM us if you're still stuck.",,1000638
1000640,cust_00320,True,Thu Aug 31 03:19:00 +0000 2023,@AppleSupport since the 17.0 update wifi keeps dropping every few minutes,1000641,
1000641,AppleSupport,False,Thu Aug 31 04:11:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000640
1000642,cust_00321,True,Sun Jul 09 12:23:00 +0000 2023,"@AppleSupport phone fell in water and now it won't power on, please help",1000643,
1000643,AppleSupport,False,Sun Jul 09 13:00:00 +0000 2023,"Sorry to hear this. If a force restart doesn't help, this may need a closer look. Can you DM us your device serial number?",,1000642
1000644,cust_00322,True,Sun Mar 19 22:42:00 +0000 2023,"@AppleSupport my iphone iPhone 12 battery drains so fast after the update, it's unusable",1000645,
1000645,AppleSupport,False,Sun Mar 19 23:55:00 +0000 2023,Sorry to hear this! A few background app or settings checks can help here. Mind moving to DM so we can look into your device specifics?,,1000644
1000646,cust_00323,True,Tue Jul 18 16:26:00 +0000 2023,@AppleSupport is it normal for my iPhone XR to get hot and lose battery this fast,1000647,
1000647,AppleSupport,False,Tue Jul 18 16:33:00 +0000 2023,We'd like to check a few things with you. Can you check Settings > Battery > Battery Health & Charging and let us know the max capacity shown?,,1000646
1000648,cust_00324,True,Fri Oct 20 16:51:00 +0000 2023,@AppleSupport genuinely impressed with how fast apple support resolved my battery issue,1000649,
1000649,AppleSupport,False,Fri Oct 20 16:59:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000648
1000650,cust_00325,True,Fri Feb 10 21:27:00 +0000 2023,@AppleSupport cancelled my subscription but still got charged this month,1000651,
1000651,AppleSupport,False,Fri Feb 10 22:41:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000650
1000652,cust_00326,True,Tue Oct 10 10:54:00 +0000 2023,"@AppleSupport my kid made in app purchases without permission, can i get refunded",1000653,
1000653,AppleSupport,False,Tue Oct 10 11:50:00 +0000 2023,"For unauthorized purchases, please report it directly at reportaproblem.apple.com. If you need further help, DM us the order details.",,1000652
1000654,cust_00327,True,Fri Mar 17 18:37:00 +0000 2023,"@AppleSupport screen is unresponsive and phone is warm, won't do anything",1000655,
1000655,AppleSupport,False,Fri Mar 17 19:32:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000654
1000656,cust_00328,True,Sun Jul 16 20:31:00 +0000 2023,"@AppleSupport estimated delivery keeps getting pushed back, what's going on",1000657,
1000657,AppleSupport,False,Sun Jul 16 21:51:00 +0000 2023,Sorry for the delay! Please DM us your order number and we'll check with the shipping carrier on our end.,,1000656
1000658,cust_00329,True,Fri Jan 20 12:56:00 +0000 2023,"@AppleSupport my kid made in app purchases without permission, can i get refunded",1000659,
1000659,AppleSupport,False,Fri Jan 20 13:37:00 +0000 2023,Sorry about the unexpected charge. Please DM us the receipt/order number so we can look into a refund on our end.,,1000658
1000660,cust_00330,True,Wed May 24 15:54:00 +0000 2023,@AppleSupport ordered my iPhone 13 2 weeks ago and it still says preparing to ship,1000661,
1000661,AppleSupport,False,Wed May 24 16:50:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000660
1000662,cust_00331,True,Fri Apr 07 14:13:00 +0000 2023,@AppleSupport since the 17.1 update wifi keeps dropping every few minutes,1000663,
1000663,AppleSupport,False,Fri Apr 07 14:55:00 +0000 2023,"Let's help get this resolved. Have you tried a force restart? Press and quickly release Volume Up, then Volume Down, then hold the Side button.",,1000662
1000664,cust_00332,True,Wed Jul 26 04:49:00 +0000 2023,shoutout to @AppleSupport for actually fixing my issue in 10 minutes,1000665,
1000665,AppleSupport,False,Wed Jul 26 04:58:00 +0000 2023,"That means a lot, thank you for letting us know! 😊",,1000664
1000666,cust_00333,True,Wed Dec 27 06:17:00 +0000 2023,@AppleSupport two factor authentication won't send code to my trusted device,1000667,
1000667,AppleSupport,False,Wed Dec 27 06:50:00 +0000 2023,"If you believe your account was accessed by someone else, please change your password immediately at iforgot.apple.com and enable two-factor authentication.",,1000666
1000668,cust_00334,True,Fri Sep 08 19:28:00 +0000 2023,@AppleSupport forgot my apple id password and the reset email isn't coming,1000669,
1000669,AppleSupport,False,Fri Sep 08 19:42:00 +0000 2023,Sorry for the trouble. For account security we can't handle Apple ID specifics here -- please DM us so we can verify and assist further.,,1000668
1000670,cust_00335,True,Sun Jan 15 12:03:00 +0000 2023,"@AppleSupport tracking hasn't updated in 5 days, where is my order",1000671,
1000671,AppleSupport,False,Sun Jan 15 12:58:00 +0000 2023,We can help look into that. Could you send us your order number via DM so we can check the latest status?,,1000670
1000672,cust_00336,True,Wed Jan 11 21:00:00 +0000 2023,"@AppleSupport customer service today was amazing, appreciate you guys",1000673,
1000673,AppleSupport,False,Wed Jan 11 22:20:00 +0000 2023,Awesome to hear! Don't hesitate to reach out if anything else comes up.,,1000672
1000674,cust_00337,True,Sun Dec 31 22:41:00 +0000 2023,@AppleSupport my order says delivered but i never got it,1000675,
1000675,AppleSupport,False,Sun Dec 31 23:22:00 +0000 2023,Sorry for the delay! Please DM us your order number and we'll check with the shipping carrier on our end.,,1000674
1000676,cust_00338,True,Thu Nov 16 12:37:00 +0000 2023,shoutout to @AppleSupport for actually fixing my issue in 10 minutes,1000677,
1000677,AppleSupport,False,Thu Nov 16 13:57:00 +0000 2023,We're so glad we could help! Thanks for the kind words.,,1000676
1000678,cust_00339,True,Fri Jun 02 21:06:00 +0000 2023,@AppleSupport can i change the shipping address on my pending order,1000679,
1000679,AppleSupport,False,Fri Jun 02 22:32:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000678
1000680,cust_00340,True,Fri Apr 07 04:33:00 +0000 2023,"@AppleSupport tracking hasn't updated in 5 days, where is my order",1000681,
1000681,AppleSupport,False,Fri Apr 07 04:39:00 +0000 2023,That's not the experience we want. Let's take a closer look -- can you send your order confirmation number in a DM?,,1000680
1000682,cust_00341,True,Thu Jun 01 08:58:00 +0000 2023,@AppleSupport how do i free up storage on my iPhone SE without deleting photos,1000683,
1000683,AppleSupport,False,Thu Jun 01 09:29:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000682
1000684,cust_00342,True,Thu Nov 23 15:58:00 +0000 2023,"@AppleSupport thank you so much for the help yesterday, phone works great now",1000685,
1000685,AppleSupport,False,Thu Nov 23 16:13:00 +0000 2023,Awesome to hear! Don't hesitate to reach out if anything else comes up.,,1000684
1000686,cust_00343,True,Tue Mar 07 23:16:00 +0000 2023,@AppleSupport can you explain how family sharing works for app purchases,1000687,
1000687,AppleSupport,False,Tue Mar 07 23:47:00 +0000 2023,"Check Settings > General > iPhone Storage for a breakdown by app, plus recommendations to free up space.",,1000686
1000688,cust_00344,True,Fri Aug 04 10:23:00 +0000 2023,@AppleSupport my order says delivered but i never got it,1000689,
1000689,AppleSupport,False,Fri Aug 04 11:40:00 +0000 2023,Sorry for the delay! Please DM us your order number and we'll check with the shipping carrier on our end.,,1000688
1000690,cust_00345,True,Wed Aug 30 06:32:00 +0000 2023,"@AppleSupport ios 17.1 update bricked my iPhone SE, stuck on apple logo",1000691,
1000691,AppleSupport,False,Wed Aug 30 07:00:00 +0000 2023,That's not expected after an update. Can you tell us the exact iOS version and model? We'll go from there.,,1000690
1000692,cust_00346,True,Sat Jul 29 18:57:00 +0000 2023,"@AppleSupport someone else is using my apple id, how do i secure it",1000693,
1000693,AppleSupport,False,Sat Jul 29 20:20:00 +0000 2023,"Let's get your account secured. Please visit iforgot.apple.com to reset your password, or DM us if you're still stuck.",,1000692
1000694,cust_00347,True,Sat Jun 10 20:03:00 +0000 2023,"@AppleSupport my iPhone XR won't turn on at all, screen is completely black",1000695,
1000695,AppleSupport,False,Sat Jun 10 20:22:00 +0000 2023,"We know how important your device is, let's work through this. Have you tried a force restart and letting it charge for at least 30 minutes first?",,1000694
1000696,cust_00348,True,Tue Nov 21 13:25:00 +0000 2023,@AppleSupport billed for icloud storage i already cancelled,1000697,
